Area,Instructions,Size,Priority,Bandwidth,Delay,Score,Allocated_Worker
1,292,27,0.0,3,79,21.48,3
1,287,25,0.0,22,97,5.04,3
2,229,25,0.0,24,75,26.16,3
1,298,26,0.0,9,98,3.48,3
2,244,28,0.0,23,81,20.4,3
3,249,23,0.0,10,95,6.48,3
3,264,30,0.0,24,77,24.24,3
1,296,29,0.0,15,91,10.44,3
1,226,30,0.0,6,86,14.88,3
1,224,28,0.0,11,88,13.2,3
3,236,21,0.0,19,92,9.72,3
2,220,29,0.0,23,97,5.04,3
3,205,27,0.0,1,92,9.0,3
1,244,26,0.0,10,74,26.64,3
2,202,28,0.0,24,88,13.68,3
3,231,28,0.0,1,78,22.44,3
1,246,26,0.0,3,100,1.32,3
3,248,27,0.0,16,83,18.24,3
2,227,27,0.0,23,97,5.04,3
1,241,27,0.0,13,74,26.76,3
2,292,21,0.0,4,94,7.2,3
3,234,30,0.0,17,85,16.32,3
1,221,24,0.0,2,90,10.92,3
3,268,22,0.0,5,100,1.44,3
1,279,21,0.0,21,95,6.84,3
2,216,23,0.0,6,72,28.32,3
2,221,22,0.0,10,87,14.16,3
3,235,23,0.0,12,96,5.52,3
2,249,22,0.0,13,96,5.64,3
3,270,27,0.0,20,93,8.76,3
1,291,29,0.0,8,86,15.0,3
2,246,29,0.0,22,98,4.08,3
3,251,27,0.0,11,83,18.0,3
1,291,27,0.0,11,78,22.8,3
3,287,23,0.0,22,77,24.24,3
1,237,27,0.0,19,72,28.92,3
2,275,26,0.0,22,98,4.08,3
1,212,24,0.0,15,87,14.28,3
2,220,23,0.0,11,96,5.52,3
2,258,27,0.0,12,73,27.6,3
2,260,23,0.0,11,88,13.2,3
1,251,26,0.0,8,86,15.0,3
1,252,29,0.0,13,80,21.0,3
2,271,22,0.0,12,79,21.84,3
1,274,30,0.0,5,94,7.2,3
2,251,30,0.0,20,84,17.4,3
2,270,25,0.0,8,87,14.04,3
1,207,22,0.0,1,99,2.28,3
1,207,28,0.0,5,73,27.36,3
3,280,21,0.0,8,74,26.52,3
3,277,24,0.0,20,96,5.88,3
3,272,28,0.0,22,87,14.64,3
3,204,29,0.0,21,89,12.6,3
3,248,25,0.0,17,91,10.56,3
1,236,30,0.0,23,85,16.56,3
1,294,25,0.0,17,89,12.48,3
1,266,25,0.0,19,78,23.16,3
3,288,25,0.0,22,74,27.12,3
2,253,29,0.0,4,89,12.0,3
2,206,23,0.0,24,84,17.52,3
2,204,25,0.0,20,99,3.0,3
3,225,22,0.0,16,91,10.56,3
1,270,21,0.0,14,86,15.24,3
1,273,27,0.0,14,87,14.28,3
2,244,26,0.0,13,71,29.64,3
3,294,25,0.0,1,75,25.32,3
3,274,27,0.0,1,92,9.0,3
2,232,29,0.0,7,86,15.0,3
1,279,27,0.0,22,92,9.84,3
2,253,28,0.0,24,75,26.16,3
3,204,21,0.0,15,74,26.76,3
2,211,25,0.0,19,91,10.68,3
2,222,25,0.0,15,79,21.96,3
3,277,30,0.0,21,93,8.76,3
2,274,25,0.0,17,86,15.36,3
1,210,26,0.0,22,74,27.12,3
2,290,24,0.0,8,75,25.56,3
1,276,30,0.0,24,90,11.76,3
2,210,28,0.0,9,94,7.32,3
3,256,30,0.0,19,72,28.92,3
1,234,25,0.0,6,77,23.52,3
2,257,26,0.0,4,76,24.48,3
2,203,27,0.0,12,87,14.16,3
1,222,24,0.0,5,93,8.16,3
2,218,25,0.0,10,89,12.24,3
2,246,26,0.0,13,79,21.96,3
2,295,23,0.0,24,81,20.4,3
1,262,27,0.0,2,72,28.2,3
2,278,24,0.0,23,93,8.88,3
2,240,30,0.0,22,89,12.72,3
3,243,23,0.0,19,76,25.08,3
3,204,23,0.0,5,91,10.08,3
3,297,25,0.0,20,91,10.68,3
3,282,23,0.0,15,85,16.2,3
1,269,27,0.0,1,97,4.2,3
1,298,25,0.0,5,91,10.08,3
1,296,28,0.0,14,82,19.08,3
3,209,30,0.0,11,98,3.6,3
1,207,26,0.0,9,92,9.24,3
2,231,30,0.0,8,95,6.36,3
3,220,29,0.0,7,99,2.52,3
1,251,26,0.0,24,82,19.44,3
3,255,23,0.0,5,82,18.72,3
3,242,24,0.0,12,91,10.32,3
2,240,28,0.0,14,92,9.48,3
3,237,21,0.0,21,87,14.52,3
1,254,22,0.0,2,77,23.4,3
3,255,28,0.0,6,93,8.16,3
2,229,22,0.0,2,80,20.52,3
1,207,21,0.0,22,77,24.24,3
1,213,21,0.0,2,74,26.28,3
2,222,21,0.0,16,94,7.68,3
2,300,25,0.0,23,85,16.56,3
3,241,25,0.0,1,92,9.0,3
1,276,30,0.0,20,76,25.08,3
2,264,22,0.0,17,84,17.28,3
1,276,24,0.0,20,98,3.96,3
2,273,24,0.0,11,98,3.6,3
2,291,25,0.0,15,75,25.8,3
2,220,22,0.0,13,79,21.96,3
2,247,28,0.0,7,83,17.88,3
1,290,28,0.0,4,75,25.44,3
1,292,30,0.0,7,81,19.8,3
1,246,29,0.0,13,98,3.72,3
1,245,30,0.0,3,92,9.0,3
1,268,25,0.0,14,81,20.04,3
3,229,21,0.0,9,98,3.48,3
1,299,23,0.0,14,86,15.24,3
2,275,30,0.0,1,72,28.2,3
3,228,30,0.0,20,98,3.96,3
2,245,30,0.0,4,97,4.32,3
2,278,22,0.0,19,75,26.04,3
3,204,29,0.0,17,80,21.12,3
1,203,21,0.0,2,71,29.16,3
3,272,27,0.0,9,92,9.24,3
2,205,24,0.0,24,96,6.0,3
1,262,25,0.0,4,94,7.2,3
1,262,24,0.0,22,91,10.8,3
2,286,25,0.0,20,90,11.64,3
1,201,30,0.0,3,85,15.72,3
3,286,29,0.0,6,72,28.32,3
1,248,25,0.0,23,95,6.96,3
2,258,24,0.0,11,84,17.04,3
3,275,25,0.0,5,72,28.32,3
2,217,29,0.0,5,85,15.84,3
3,280,23,0.0,11,87,14.16,3
3,282,28,0.0,10,88,13.2,3
1,249,23,0.0,18,84,17.28,3
1,284,23,0.0,3,98,3.24,3
1,276,23,0.0,15,85,16.2,3
3,279,27,0.0,23,95,6.96,3
2,220,28,0.0,14,93,8.52,3
1,246,27,0.0,12,92,9.36,3
2,208,28,0.0,10,86,15.12,3
1,246,30,0.0,12,97,4.56,3
3,243,30,0.0,12,90,11.28,3
2,211,29,0.0,9,84,16.92,3
1,247,24,0.0,2,96,5.16,3
3,212,22,0.0,24,98,4.08,3
1,206,30,0.0,15,99,2.76,3
3,215,25,0.0,13,80,21.0,3
1,210,26,0.0,11,98,3.6,3
3,242,29,0.0,5,90,11.04,3
2,277,21,0.0,21,100,2.04,3
3,288,24,0.0,4,77,23.52,3
2,226,23,0.0,7,89,12.12,3
2,284,24,0.0,10,81,19.92,3
3,215,28,0.0,11,91,10.32,3
3,228,23,0.0,17,90,11.52,3
2,289,28,0.0,17,80,21.12,3
3,237,25,0.0,15,77,23.88,3
2,278,21,0.0,2,83,17.64,3
1,206,28,0.0,9,95,6.36,3
3,286,23,0.0,15,80,21.0,3
1,279,30,0.0,15,76,24.84,3
2,229,23,0.0,15,79,21.96,3
3,211,30,0.0,7,75,25.56,3
1,229,29,0.0,14,95,6.6,3
2,279,21,0.0,16,74,26.88,3
3,259,26,0.0,15,74,26.76,3
1,229,22,0.0,24,82,19.44,3
1,272,29,0.0,13,90,11.4,3
3,229,22,0.0,21,92,9.72,3
2,237,30,0.0,24,99,3.12,3
3,216,29,0.0,10,94,7.44,3
3,248,28,0.0,16,92,9.6,3
3,250,29,0.0,2,99,2.28,3
1,270,29,0.0,23,83,18.48,3
1,212,28,0.0,17,78,23.04,3
3,264,29,0.0,23,71,30.0,3
2,229,29,0.0,20,76,25.08,3
3,279,22,0.0,15,93,8.52,3
3,254,21,0.0,9,86,15.0,3
1,264,30,0.0,23,93,8.88,3
2,251,28,0.0,16,86,15.36,3
3,235,25,0.0,17,74,26.88,3
2,275,27,0.0,18,90,11.52,3
3,213,22,0.0,6,85,15.84,3
3,239,30,0.0,5,98,3.36,3
1,270,26,0.0,18,95,6.72,3
3,234,21,0.0,6,89,12.0,3
1,233,30,0.0,3,86,14.76,3
2,208,29,0.0,20,73,27.96,3
2,271,23,0.0,14,87,14.28,3
2,274,24,0.0,3,91,9.96,3
3,210,21,0.0,5,79,21.6,3
1,245,28,0.0,7,84,16.92,3
2,227,28,0.0,4,84,16.8,3
2,294,21,0.0,10,93,8.4,3
3,218,30,0.0,7,100,1.56,3
1,265,21,0.0,16,71,29.76,3
3,271,29,0.0,14,76,24.84,3
2,248,23,0.0,16,89,12.48,3
1,268,24,0.0,22,87,14.64,3
3,251,27,0.0,14,74,26.76,3
3,298,26,0.0,15,86,15.24,3
3,264,30,0.0,7,84,16.92,3
3,259,21,0.0,23,96,6.0,3
1,262,30,0.0,8,86,15.0,3
2,262,22,0.0,8,92,9.24,3
2,214,26,0.0,13,88,13.32,3
3,257,21,0.0,15,76,24.84,3
2,224,21,0.0,21,93,8.76,3
1,218,23,0.0,11,78,22.8,3
3,259,24,0.0,20,93,8.76,3
3,226,23,0.0,19,91,10.68,3
2,220,30,0.0,11,83,18.0,3
1,220,21,0.0,16,72,28.8,3
1,243,29,0.0,3,84,16.68,3
2,293,24,0.0,5,72,28.32,3
2,220,26,0.0,3,80,20.52,3
2,201,25,0.0,17,92,9.6,3
2,265,23,0.0,11,91,10.32,3
3,221,21,0.0,5,78,22.56,3
2,299,29,0.0,18,87,14.4,3
3,240,25,0.0,19,89,12.6,3
2,252,26,0.0,13,98,3.72,3
2,279,28,0.0,2,96,5.16,3
2,279,22,0.0,8,85,15.96,3
2,204,24,0.0,9,81,19.8,3
1,243,23,0.0,6,78,22.56,3
2,203,27,0.0,4,77,23.52,3
1,249,26,0.0,6,77,23.52,3
2,221,29,0.0,3,71,29.16,3
3,205,23,0.0,23,76,25.2,3
3,220,25,0.0,6,83,17.76,3
2,285,30,0.0,22,81,20.4,3
1,247,26,0.0,6,97,4.32,3
2,279,21,0.0,12,72,28.56,3
3,270,29,0.0,6,99,2.4,3
2,264,30,0.0,17,88,13.44,3
1,249,23,0.0,6,95,6.24,3
2,237,23,0.0,13,73,27.72,3
2,218,25,0.0,3,82,18.6,3
3,295,22,0.0,2,85,15.72,3
2,245,28,0.0,6,76,24.48,3
2,256,26,0.0,16,80,21.12,3
2,231,28,0.0,9,100,1.56,3
1,256,25,0.0,24,81,20.4,3
3,264,30,0.0,16,95,6.72,3
2,253,21,0.0,10,84,17.04,3
1,248,29,0.0,9,81,19.8,3
3,298,27,0.0,22,85,16.56,3
3,289,28,0.0,6,84,16.8,3
2,208,26,0.0,16,84,17.28,3
1,252,30,0.0,17,83,18.24,3
3,292,22,0.0,19,74,27.0,3
1,257,26,0.0,12,75,25.68,3
3,283,21,0.0,18,79,22.08,3
1,259,22,0.0,6,100,1.44,3
2,229,29,0.0,13,80,21.0,3
2,214,23,0.0,23,73,28.08,3
2,260,23,0.0,18,89,12.48,3
2,225,22,0.0,14,98,3.72,3
2,215,25,0.0,11,92,9.36,3
1,275,24,0.0,19,95,6.84,3
3,249,30,0.0,14,82,19.08,3
1,257,29,0.0,21,72,28.92,3
3,286,30,0.0,17,74,26.88,3
3,293,23,0.0,15,79,21.96,3
3,211,29,0.0,23,91,10.8,3
2,284,23,0.0,23,95,6.96,3
2,292,22,0.0,5,78,22.56,3
2,259,24,0.0,17,100,1.92,3
2,252,21,0.0,2,86,14.76,3
3,252,28,0.0,6,80,20.64,3
3,220,27,0.0,23,74,27.12,3
2,207,28,0.0,17,85,16.32,3
2,215,24,0.0,15,100,1.8,3
1,247,24,0.0,23,91,10.8,3
1,222,21,0.0,21,71,29.88,3
3,222,30,0.0,24,84,17.52,3
1,211,23,0.0,6,97,4.32,3
1,231,25,0.0,22,76,25.2,3
3,260,29,0.0,6,76,24.48,3
3,298,21,0.0,17,79,22.08,3
2,229,26,0.0,23,96,6.0,3
2,264,21,0.0,1,89,11.88,3
1,273,29,0.0,18,85,16.32,3
3,289,23,0.0,3,98,3.24,3
2,265,23,0.0,23,90,11.76,3
2,296,23,0.0,7,100,1.56,3
1,266,25,0.0,18,84,17.28,3
1,201,29,0.0,11,99,2.64,3
2,216,21,0.0,15,86,15.24,3
3,201,30,0.0,14,71,29.64,3
1,277,21,0.0,6,97,4.32,3
1,208,24,0.0,14,92,9.48,3
2,223,22,0.0,13,76,24.84,3
2,251,25,0.0,18,98,3.84,3
3,257,25,0.0,19,97,4.92,3
1,295,27,0.0,23,83,18.48,3
3,299,27,0.0,12,73,27.6,3
2,207,29,0.0,10,78,22.8,3
2,217,29,0.0,16,100,1.92,3
3,283,22,0.0,18,87,14.4,3
3,300,29,0.0,7,81,19.8,3
2,215,22,0.0,14,92,9.48,3
2,225,29,0.0,22,99,3.12,3
2,265,27,0.0,24,81,20.4,3
3,238,25,0.0,12,89,12.24,3
1,246,30,0.0,22,96,6.0,3
2,215,25,0.0,15,92,9.48,3
3,226,27,0.0,5,79,21.6,3
2,275,29,0.0,16,93,8.64,3
1,288,28,0.0,5,98,3.36,3
3,256,30,0.0,11,74,26.64,3
1,235,25,0.0,2,83,17.64,3
3,209,26,0.0,16,98,3.84,3
2,293,24,0.0,18,76,24.96,3
2,228,28,0.0,23,95,6.96,3
3,280,30,0.0,15,97,4.68,3
2,231,25,0.0,8,88,13.08,3
3,248,29,0.0,3,82,18.6,3
2,213,22,0.0,19,100,2.04,3
3,239,28,0.0,1,71,29.16,3
1,279,30,0.0,23,93,8.88,3
1,204,26,0.0,14,76,24.84,3
1,249,28,0.0,11,92,9.36,3
3,294,27,0.0,17,95,6.72,3
2,255,27,0.0,17,74,26.88,3
1,269,26,0.0,17,99,2.88,3
1,259,29,0.0,22,86,15.6,3
1,212,29,0.0,7,79,21.72,3
3,234,29,0.0,11,96,5.52,3
2,241,29,0.0,22,91,10.8,3
2,278,24,0.0,5,100,1.44,3
2,283,21,0.0,14,89,12.36,3
1,203,22,0.0,13,71,29.64,3
3,275,30,0.0,1,97,4.2,3
1,263,23,0.0,24,96,6.0,3
3,242,22,0.0,7,96,5.4,3
1,287,30,0.0,6,88,12.96,3
1,250,29,0.0,12,80,20.88,3
3,233,24,0.0,13,86,15.24,3
3,219,24,0.0,16,83,18.24,3
3,296,24,0.0,10,73,27.6,3
3,223,24,0.0,15,79,21.96,3
2,242,30,0.0,14,78,22.92,3
3,264,24,0.0,24,90,11.76,3
2,230,30,0.0,14,100,1.8,3
3,208,28,0.0,15,91,10.44,3
3,245,21,0.0,20,75,26.04,3
1,243,25,0.0,6,83,17.76,3
1,256,25,0.0,6,81,19.68,3
2,218,24,0.0,9,72,28.44,3
2,219,25,0.0,16,98,3.84,3
1,255,27,0.0,11,71,29.52,3
3,299,30,0.0,11,76,24.72,3
1,226,22,0.0,5,88,12.96,3
2,223,24,0.0,21,75,26.04,3
3,268,21,0.0,13,71,29.64,3
1,245,23,0.0,20,87,14.52,3
1,242,21,0.0,1,83,17.64,3
2,218,26,0.0,16,94,7.68,3
2,297,23,0.0,8,84,16.92,3
3,294,25,0.0,8,90,11.16,3
3,227,27,0.0,3,72,28.2,3
3,202,21,0.0,16,76,24.96,3
1,223,26,0.0,23,95,6.96,3
1,279,26,0.0,14,83,18.12,3
2,201,26,0.0,1,86,14.76,3
3,202,24,0.0,4,87,13.92,3
3,221,24,0.0,19,72,28.92,3
2,244,21,0.0,8,75,25.56,3
3,248,22,0.0,2,100,1.32,3
1,204,21,0.0,11,84,17.04,3
2,225,24,0.0,1,97,4.2,3
3,253,29,0.0,9,78,22.68,3
2,221,29,0.0,10,75,25.68,3
1,237,22,0.0,22,86,15.6,3
2,269,21,0.0,16,99,2.88,3
1,208,28,0.0,23,92,9.84,3
3,258,22,0.0,16,75,25.92,3
1,210,25,0.0,19,71,29.88,3
1,234,27,0.0,23,90,11.76,3
1,297,28,0.0,18,86,15.36,3
1,247,23,0.0,2,75,25.32,3
3,233,30,0.0,24,89,12.72,3
1,243,28,0.0,7,80,20.76,3
1,257,25,0.0,9,83,17.88,3
2,280,28,0.0,14,77,23.88,3
2,290,23,0.0,13,99,2.76,3
3,288,22,0.0,22,100,2.16,3
2,228,28,0.0,3,98,3.24,3
2,269,22,0.0,3,100,1.32,3
2,245,27,0.0,13,86,15.24,3
1,219,22,0.0,22,96,6.0,3
2,224,29,0.0,4,97,4.32,3
1,223,25,0.0,23,85,16.56,3
1,201,22,0.0,13,89,12.36,3
2,256,21,0.0,17,72,28.8,3
1,221,25,0.0,24,90,11.76,3
1,270,26,0.0,21,97,4.92,3
3,280,26,0.0,17,95,6.72,3
2,217,30,0.0,9,71,29.4,3
2,201,26,0.0,5,81,19.68,3
1,279,29,0.0,15,98,3.72,3
3,270,25,0.0,18,93,8.64,3
3,250,26,0.0,5,71,29.28,3
1,257,21,0.0,1,95,6.12,3
3,272,21,0.0,19,81,20.28,3
1,276,29,0.0,12,75,25.68,3
2,273,24,0.0,14,75,25.8,3
2,220,24,0.0,8,99,2.52,3
1,257,23,0.0,7,77,23.64,3
2,248,22,0.0,15,88,13.32,3
2,242,21,0.0,12,71,29.52,3
3,218,29,0.0,18,73,27.84,3
2,235,22,0.0,14,78,22.92,3
2,267,25,0.0,2,87,13.8,3
1,217,27,0.0,6,88,12.96,3
1,284,26,0.0,13,80,21.0,3
1,282,25,0.0,16,95,6.72,3
3,202,29,0.0,21,75,26.04,3
3,247,28,0.0,16,84,17.28,3
2,222,25,0.0,1,98,3.24,3
1,229,28,0.0,12,85,16.08,3
1,239,23,0.0,7,84,16.92,3
3,249,29,0.0,9,93,8.28,3
3,275,21,0.0,24,97,5.04,3
1,278,22,0.0,23,71,30.0,3
2,207,23,0.0,13,91,10.44,3
1,253,28,0.0,2,91,9.96,3
1,241,30,0.0,12,86,15.12,3
1,282,24,0.0,9,71,29.4,3
3,247,25,0.0,4,76,24.48,3
2,285,24,0.0,4,84,16.8,3
1,217,29,0.0,9,81,19.8,3
3,257,30,0.0,21,84,17.4,3
2,212,25,0.0,3,97,4.2,3
3,278,21,0.0,11,89,12.24,3
1,261,25,0.0,6,78,22.56,3
3,220,21,0.0,8,91,10.2,3
1,250,24,0.0,4,81,19.68,3
2,264,24,0.0,9,91,10.2,3
3,246,29,0.0,7,79,21.72,3
3,202,28,0.0,13,88,13.32,3
1,261,26,0.0,16,82,19.2,3
2,294,22,0.0,22,86,15.6,3
1,266,29,0.0,2,100,1.32,3
1,206,29,0.0,9,78,22.68,3
2,293,29,0.0,15,80,21.0,3
2,268,24,0.0,8,81,19.8,3
3,261,29,0.0,16,79,22.08,3
2,289,23,0.0,8,77,23.64,3
2,245,22,0.0,16,91,10.56,3
2,237,29,0.0,8,91,10.2,3
3,294,22,0.0,19,75,26.04,3
1,271,24,0.0,1,92,9.0,3
2,239,25,0.0,3,98,3.24,3
3,269,29,0.0,7,82,18.84,3
1,299,23,0.0,2,78,22.44,3
2,240,21,0.0,5,88,12.96,3
3,234,26,0.0,9,85,15.96,3
1,217,21,0.0,13,91,10.44,3
1,212,26,0.0,13,71,29.64,3
3,233,23,0.0,7,90,11.16,3
3,268,28,0.0,21,82,19.32,3
1,212,23,0.0,1,75,25.32,3
2,283,21,0.0,22,75,26.16,3
3,241,25,0.0,4,72,28.32,3
1,289,27,0.0,17,92,9.6,3
2,236,28,0.0,11,79,21.84,3
2,209,22,0.0,19,74,27.0,3
2,247,22,0.0,13,95,6.6,3
2,252,27,0.0,4,81,19.68,3
1,238,28,0.0,14,88,13.32,3
3,233,27,0.0,12,91,10.32,3
2,241,23,0.0,20,98,3.96,3
1,273,28,0.0,19,85,16.44,3
2,271,28,0.0,15,95,6.6,3
3,299,24,0.0,10,96,5.52,3
1,251,30,0.0,23,94,7.92,3
3,270,25,0.0,23,71,30.0,3
2,297,24,0.0,5,75,25.44,3
2,241,26,0.0,10,84,17.04,3
2,292,21,0.0,13,88,13.32,3
2,236,25,0.0,5,80,20.64,3
2,280,22,0.0,20,94,7.8,3
2,236,28,0.0,24,79,22.32,3
2,233,30,0.0,16,85,16.32,3
2,286,29,0.0,19,73,27.96,3
3,224,25,0.0,5,76,24.48,3
3,232,26,0.0,12,73,27.6,3
1,297,27,0.0,18,99,2.88,3
2,219,28,0.0,8,94,7.32,3
3,278,28,0.0,3,89,11.88,3
2,204,23,0.0,16,74,26.88,3
3,247,24,0.0,10,71,29.52,3
2,255,21,0.0,18,75,25.92,3
2,205,28,0.0,2,81,19.56,3
3,268,23,0.0,9,97,4.44,3
1,245,28,0.0,17,77,24.0,3
2,202,25,0.0,19,80,21.24,3
2,265,29,0.0,2,76,24.36,3
3,293,25,0.0,3,88,12.84,3
1,283,25,0.0,8,77,23.64,3
3,267,29,0.0,1,91,9.96,3
2,204,25,0.0,1,71,29.16,3
3,244,24,0.0,9,81,19.8,3
3,270,29,0.0,20,84,17.4,3
2,225,22,0.0,7,73,27.48,3
1,209,27,0.0,17,95,6.72,3
1,225,22,0.0,14,88,13.32,3
3,210,29,0.0,7,89,12.12,3
1,205,27,0.0,12,77,23.76,3
3,287,26,0.0,20,78,23.16,3
1,214,22,0.0,20,88,13.56,3
1,262,24,0.0,24,86,15.6,3
3,258,30,0.0,4,71,29.28,3
3,213,25,0.0,22,77,24.24,3
2,257,25,0.0,9,72,28.44,3
2,272,27,0.0,21,91,10.68,3
3,257,26,0.0,24,79,22.32,3
1,273,30,0.0,4,93,8.16,3
3,248,30,0.0,3,95,6.12,3
1,268,27,0.0,22,71,30.0,3
1,287,28,0.0,16,88,13.44,3
1,208,23,0.0,16,82,19.2,3
2,252,23,0.0,2,100,1.32,3
2,262,29,0.0,24,80,21.36,3
3,268,30,0.0,16,90,11.52,3
3,271,26,0.0,20,76,25.08,3
2,288,27,0.0,3,80,20.52,3
1,259,22,0.0,21,77,24.12,3
1,260,25,0.0,9,79,21.72,3
3,244,29,0.0,16,74,26.88,3
2,257,30,0.0,9,86,15.0,3
2,230,22,0.0,10,99,2.64,3
1,271,22,0.0,1,100,1.0,3
1,294,24,0.0,18,73,27.84,3
1,287,27,0.0,1,71,29.16,3
3,273,28,0.0,4,100,1.44,3
1,290,21,0.0,4,73,27.36,3
3,223,25,0.0,14,77,23.88,3
2,280,25,0.0,7,71,29.4,3
2,215,23,0.0,24,92,9.84,3
2,265,22,0.0,20,73,27.96,3
3,222,23,0.0,19,94,7.8,3
1,214,21,0.0,15,80,21.0,3
3,274,26,0.0,18,76,24.96,3
2,295,23,0.0,8,93,8.28,3
3,203,22,0.0,8,88,13.08,3
3,273,24,0.0,16,98,3.84,3
2,293,27,0.0,8,83,17.88,3
1,207,24,0.0,2,96,5.16,3
2,234,29,0.0,18,88,13.44,3
1,284,26,0.0,6,78,22.56,3
2,240,27,0.0,1,79,21.48,3
1,288,25,0.0,7,85,15.96,3
3,215,30,0.0,10,91,10.32,3
3,275,26,0.0,22,81,20.4,3
2,295,21,0.0,7,78,22.68,3
1,291,23,0.0,24,91,10.8,3
3,233,24,0.0,6,96,5.28,3
2,252,21,0.0,22,96,6.0,3
3,272,21,0.0,10,92,9.36,3
1,249,27,0.0,9,78,22.68,3
2,272,24,0.0,22,96,6.0,3
3,223,30,0.0,17,87,14.4,3
1,288,26,0.0,1,95,6.12,3
3,213,30,0.0,14,91,10.44,3
2,233,28,0.0,22,93,8.88,3
1,216,27,0.0,21,91,10.68,3
3,262,26,0.0,23,74,27.12,3
1,296,30,0.0,19,84,17.4,3
3,223,24,0.0,5,75,25.44,3
2,297,30,0.0,4,80,20.64,3
3,263,27,0.0,2,92,9.0,3
2,286,28,0.0,1,84,16.68,3
3,203,28,0.0,16,88,13.44,3
3,231,22,0.0,2,72,28.2,3
3,264,25,0.0,6,86,14.88,3
2,249,28,0.0,20,94,7.8,3
3,295,25,0.0,13,80,21.0,3
1,242,25,0.0,7,77,23.64,3
2,262,21,0.0,15,97,4.68,3
2,232,28,0.0,10,81,19.92,3
3,282,28,0.0,1,88,12.84,3
2,267,27,0.0,22,97,5.04,3
2,231,26,0.0,19,98,3.96,3
3,287,29,0.0,19,76,25.08,3
2,281,26,0.0,12,76,24.72,3
3,210,29,0.0,15,71,29.64,3
1,281,23,0.0,11,93,8.4,3
3,201,30,0.0,23,82,19.44,3
3,258,28,0.0,20,87,14.52,3
1,201,29,0.0,22,79,22.32,3
2,276,30,0.0,7,86,15.0,3
3,292,26,0.0,20,95,6.84,3
3,279,28,0.0,6,95,6.24,3
1,262,27,0.0,13,96,5.64,3
2,295,23,0.0,1,77,23.4,3
2,253,26,0.0,21,75,26.04,3
3,221,30,0.0,4,73,27.36,3
1,222,30,0.0,6,81,19.68,3
3,256,23,0.0,2,79,21.48,3
2,259,28,0.0,21,92,9.72,3
1,238,26,0.0,20,95,6.84,3
1,213,30,0.0,21,87,14.52,3
1,206,30,0.0,13,92,9.48,3
1,218,24,0.0,21,77,24.12,3
2,202,22,0.0,22,89,12.72,3
3,206,28,0.0,3,76,24.36,3
2,249,30,0.0,15,86,15.24,3
3,202,24,0.0,15,77,23.88,3
2,289,29,0.0,24,73,28.08,3
1,211,30,0.0,3,72,28.2,3
2,201,25,0.0,24,97,5.04,3
3,262,30,0.0,2,80,20.52,3
2,226,26,0.0,5,84,16.8,3
2,285,30,0.0,14,89,12.36,3
2,281,24,0.0,6,91,10.08,3
1,286,21,0.0,14,100,1.8,3
3,241,29,0.0,17,84,17.28,3
1,291,21,0.0,12,76,24.72,3
1,288,29,0.0,9,92,9.24,3
3,237,30,0.0,14,82,19.08,3
3,226,27,0.0,20,99,3.0,3
2,291,30,0.0,7,98,3.48,3
3,246,24,0.0,9,75,25.56,3
1,210,21,0.0,16,95,6.72,3
2,293,26,0.0,24,92,9.84,3
1,294,27,0.0,11,100,1.68,3
3,252,27,0.0,15,81,20.04,3
3,297,24,0.0,14,75,25.8,3
1,214,23,0.0,11,72,28.56,3
2,293,28,0.0,15,72,28.68,3
3,243,24,0.0,13,93,8.52,3
1,254,30,0.0,15,83,18.12,3
1,228,24,0.0,21,80,21.24,3
1,288,29,0.0,7,97,4.44,3
3,234,28,0.0,24,73,28.08,3
1,258,30,0.0,13,87,14.28,3
3,270,28,0.0,11,81,19.92,3
3,201,27,0.0,21,82,19.32,3
2,300,21,0.0,24,89,12.72,3
2,268,25,0.0,1,71,29.16,3
1,296,28,0.0,14,100,1.8,3
1,275,23,0.0,4,82,18.72,3
3,252,29,0.0,5,92,9.12,3
3,281,22,0.0,11,99,2.64,3
3,222,24,0.0,7,94,7.32,3
1,209,24,0.0,9,93,8.28,3
3,243,25,0.0,8,89,12.12,3
2,258,27,0.0,22,77,24.24,3
1,236,21,0.0,12,98,3.6,3
2,211,25,0.0,19,87,14.52,3
3,237,29,0.0,5,73,27.36,3
3,213,21,0.0,24,77,24.24,3
3,292,29,0.0,24,80,21.36,3
1,273,21,0.0,21,75,26.04,3
1,268,22,0.0,16,81,20.16,3
3,261,21,0.0,10,72,28.56,3
3,250,27,0.0,7,99,2.52,3
1,235,30,0.0,7,86,15.0,3
1,286,30,0.0,8,83,17.88,3
3,264,22,0.0,11,81,19.92,3
3,251,22,0.0,11,97,4.56,3
2,295,24,0.0,11,76,24.72,3
1,209,25,0.0,16,97,4.8,3
3,279,25,0.0,3,97,4.2,3
2,245,24,0.0,10,88,13.2,3
3,298,23,0.0,6,73,27.36,3
2,275,22,0.0,20,98,3.96,3
3,281,25,0.0,11,95,6.48,3
1,221,23,0.0,21,79,22.2,3
2,201,28,0.0,9,100,1.56,3
1,291,30,0.0,19,76,25.08,3
2,246,25,0.0,18,78,23.04,3
1,268,26,0.0,3,100,1.32,3
1,238,22,0.0,10,94,7.44,3
3,237,30,0.0,23,98,4.08,3
2,262,27,0.0,22,80,21.36,3
1,260,26,0.0,11,99,2.64,3
3,291,23,0.0,5,86,14.88,3
3,207,29,0.0,23,77,24.24,3
